Terrain_Aspect,Burn_Treatment,Vegetation_Type,Thermo_Mid_Max,Thermo_Low_Max,Soil_Texture,Slope_Position,Horizon_Wet_Mass_g,Moisture_Index,Horizon_Dry_Mass_g,Horizon_Thickness_cm,Core_Wet_Mass_g,Core_Dry_Mass_g,Soil_pH,Total_Carbon_Percentage,Dry_Horizon_Mass_Loss_g,Horizon_Thickness_Loss_cm,Latitude,Leading_Vegetation_Species,Longitude
West,dry,Populus_tremuloides,131.0088,42.6562,clay loam,Upper,348.9901935,0.022202487,341.2417434,6,364.69,355.6737721,4.31,1.025709271,1.276312195,0,59.996778,Populus_tremuloides,-113.3971458
NW,wet,Populus_tremuloides,26.1778,27.8796,sandy loam,Middle,179.16,0.067528736,167.0615517,4.5,229.78,199.9626877,3.53,1.555209637,0,0,59.511525,Populus_tremuloides,-113.6519288
West,dry,Pinus_contorta,131.0088,42.6562,clay loam,Upper,15.69980651,0.080751174,14.4320287,4,364.69,355.6737721,7.25,26.2627449,9.264482407,1.5,59.624544,Pinus_contorta,-113.466497
SSE,dry,Betula_papyrifera,298.4965,63.9395,sand,Middle,35.21483924,0.100178891,31.6870557,5,303.95,297.290105,7.94,2.850503445,9.640670159,1.5,59.687151,Betula_papyrifera,-112.6991699
NW,wet,Picea_glauca,26.1778,27.8796,sandy loam,Middle,50.62,0.350036823,32.90113602,5.5,229.78,199.9626877,3.76,40.36032867,10.66071319,1.2,59.851026,Picea_glauca,-112.956971
West,dry,Betula_papyrifera,131.0088,42.6562,clay loam,Upper,348.9901935,0.022202487,341.2417434,6,364.69,355.6737721,4.31,1.025709271,1.276312195,0,59.756015,Betula_papyrifera,-113.4620463
NW,wet,Pinus_contorta,26.1778,27.8796,sandy loam,Middle,179.16,0.067528736,167.0615517,4.5,229.78,199.9626877,3.53,1.555209637,0,0,59.471975,Pinus_contorta,-112.8741802
SSE,dry,Abies_lasiocarpa,298.4965,63.9395,sand,Middle,35.21483924,0.100178891,31.6870557,5,303.95,297.290105,7.94,2.850503445,9.640670159,1.5,59.699069,Abies_lasiocarpa,-113.1050206
NW,wet,Abies_lasiocarpa,26.1778,27.8796,sandy loam,Middle,50.62,0.350036823,32.90113602,5.5,229.78,199.9626877,3.76,40.36032867,10.66071319,1.2,59.524527,Abies_lasiocarpa,-113.2179031
ESE,dry,Abies_lasiocarpa,30.3138,27.6491,sandy loam,Middle,116.06,0.304609218,80.70705411,7,230.63,175.2273041,4.57,18.86455154,4.484525591,1,59.700637,Abies_lasiocarpa,-113.6248368
SSE,wet,Populus_tremuloides,39.6195,25.8943,sand,Middle,42.65,0.296268495,30.01414869,3.5,375.34,341.1617219,5.21,23.92676926,11.00409844,1,59.525389,Populus_tremuloides,-112.5368374
NW,dry,Picea_glauca,346.8191,75.3435,sandy loam,Middle,44.43305985,0.122754491,38.9787022,5.5,262.83,244.0138042,7.65,29.27008247,33.4429954,1.8,59.832179,Picea_glauca,-113.2549769
SSE,wet,Pinus_contorta,39.6195,25.8943,sand,Middle,42.65,0.296268495,30.01414869,3.5,375.34,341.1617219,5.21,23.92676926,11.00409844,1,59.546957,Pinus_contorta,-113.3401196
SSE,dry,Populus_tremuloides,298.4965,63.9395,sand,Middle,268.7351608,0.011655012,265.6030493,5,303.95,297.290105,5.41,0.843660414,3.613228139,0,59.890552,Populus_tremuloides,-112.6407681
S,wet,Populus_tremuloides,30.4327,25.8745,sandy loam,Level,185.9,0.232662138,142.6481086,5.822289157,185.9,142.6481086,5.14,7.921103001,7.192257786,0.5,59.998012,Populus_tremuloides,-112.8861707
ESE,wet,Betula_papyrifera,28.6393,24.9915,sandy loam,Middle,133.69,0.324097057,90.36146444,5.822289157,133.69,90.36146444,5.12,22.2735424,17.77,1,59.899947,Betula_papyrifera,-112.5641304
NW,wet,Pinus_contorta,26.3093,26.3721,sandy loam,Lower,121.79,0.188956121,98.77703404,7,121.79,98.77703404,5.58,8.665203094,7.13702124,0.5,59.913626,Pinus_contorta,-113.3464489
ESE,dry,Populus_tremuloides,30.3138,27.6491,sandy loam,Middle,116.06,0.304609218,80.70705411,7,230.63,175.2273041,4.57,18.86455154,4.484525591,1,59.886196,Populus_tremuloides,-112.7299173
West,dry,Pinus_contorta,131.0088,42.6562,clay loam,Upper,15.69980651,0.080751174,14.4320287,4,364.69,355.6737721,7.25,26.2627449,9.264482407,1.5,59.737755,Pinus_contorta,-112.7951635
S,wet,Abies_lasiocarpa,30.4327,25.8745,sandy loam,Level,185.9,0.232662138,142.6481086,5.822289157,185.9,142.6481086,5.14,7.921103001,7.192257786,0.5,59.793114,Abies_lasiocarpa,-112.5571545
West,dry,Abies_lasiocarpa,131.0088,42.6562,clay loam,Upper,348.9901935,0.022202487,341.2417434,6,364.69,355.6737721,4.31,1.025709271,1.276312195,0,59.773213,Abies_lasiocarpa,-113.6366484
SSE,dry,Populus_tremuloides,298.4965,63.9395,sand,Middle,268.7351608,0.011655012,265.6030493,5,303.95,297.290105,5.41,0.843660414,3.613228139,0,59.912896,Populus_tremuloides,-113.0486827
S,wet,Betula_papyrifera,30.4327,25.8745,sandy loam,Level,185.9,0.232662138,142.6481086,5.822289157,185.9,142.6481086,5.14,7.921103001,7.192257786,0.5,59.757438,Betula_papyrifera,-113.448733
NW,wet,Picea_glauca,34.0204,26.1759,sandy loam,Middle,44.53,0.027236061,43.31717819,4.5,309.43,296.6621073,5.25,36.06827927,25.07027006,0.2,59.629713,Picea_glauca,-112.5525934
SSE,dry,Betula_papyrifera,298.4965,63.9395,sand,Middle,35.21483924,0.100178891,31.6870557,5,303.95,297.290105,7.94,2.850503445,9.640670159,1.5,59.711303,Betula_papyrifera,-112.7591259
NW,wet,Betula_papyrifera,34.0204,26.1759,sandy loam,Middle,44.53,0.027236061,43.31717819,4.5,309.43,296.6621073,5.25,36.06827927,25.07027006,0.2,59.537922,Betula_papyrifera,-112.7097243
SSE,wet,Populus_tremuloides,39.6195,25.8943,sand,Middle,332.69,0.064752252,311.1475732,6.5,375.34,341.1617219,5.42,0.839808643,0,0,59.504113,Populus_tremuloides,-113.0182598
SSE,dry,Picea_glauca,298.4965,63.9395,sand,Middle,35.21483924,0.100178891,31.6870557,5,303.95,297.290105,7.94,2.850503445,9.640670159,1.5,59.523932,Picea_glauca,-113.22698
SSE,wet,Betula_papyrifera,39.6195,25.8943,sand,Middle,332.69,0.064752252,311.1475732,6.5,375.34,341.1617219,5.42,0.839808643,0,0,59.788183,Betula_papyrifera,-112.4933749
S,wet,Pinus_contorta,30.4327,25.8745,sandy loam,Level,185.9,0.232662138,142.6481086,5.822289157,185.9,142.6481086,5.14,7.921103001,7.192257786,0.5,59.835045,Pinus_contorta,-112.7896543
West,wet,Pinus_contorta,31.8064,29.3401,clay loam,Upper,37.12,0.433614729,21.02422124,4,401.08,368.2813937,4.67,29.89411354,10.47576555,1.2,59.760649,Pinus_contorta,-113.1413467
West,dry,Abies_lasiocarpa,131.0088,42.6562,clay loam,Upper,348.9901935,0.022202487,341.2417434,6,364.69,355.6737721,4.31,1.025709271,1.276312195,0,59.921811,Abies_lasiocarpa,-113.0549544
West,wet,Pinus_contorta,31.8064,29.3401,clay loam,Upper,37.12,0.433614729,21.02422124,4,401.08,368.2813937,4.67,29.89411354,10.47576555,1.2,59.932664,Pinus_contorta,-113.5245748
SSE,dry,Picea_glauca,298.4965,63.9395,sand,Middle,268.7351608,0.011655012,265.6030493,5,303.95,297.290105,5.41,0.843660414,3.613228139,0,59.671017,Picea_glauca,-113.498643
S,dry,Picea_glauca,532.0989,51.84056566,sandy loam,Level,89.12,0.500190333,44.54303753,5.822289157,89.12,44.54303753,7.21,17.08057022,26.85185473,2.5,60.000937,Picea_glauca,-113.0480447
NW,wet,Populus_tremuloides,34.0204,26.1759,sandy loam,Middle,264.9,0.043620502,253.3449291,5.5,309.43,296.6621073,3.87,2.373041391,0,0,59.764624,Populus_tremuloides,-112.9757534
NW,dry,Betula_papyrifera,449.498,80.1353,sandy loam,Lower,177.8,0.127462434,155.1371792,6,177.8,155.1371792,6.76,6.724472046,27.73914828,1,59.842161,Betula_papyrifera,-113.1586491
West,wet,Populus_tremuloides,31.8064,29.3401,clay loam,Upper,37.12,0.433614729,21.02422124,4,401.08,368.2813937,4.67,29.89411354,10.47576555,1.2,59.674861,Populus_tremuloides,-112.7877421
West,dry,Betula_papyrifera,131.0088,42.6562,clay loam,Upper,348.9901935,0.022202487,341.2417434,6,364.69,355.6737721,4.31,1.025709271,1.276312195,0,59.836405,Betula_papyrifera,-112.5732227
NW,dry,Betula_papyrifera,320.5581,46.0235,sandy loam,Middle,272.98,0.069080996,291.8377303,6.5,291.54,309.8131086,3.79,1.492272258,49.34172592,0,59.973945,Betula_papyrifera,-112.6219726
NW,dry,Betula_papyrifera,449.498,80.1353,sandy loam,Lower,177.8,0.127462434,155.1371792,6,177.8,155.1371792,6.76,6.724472046,27.73914828,1,60.009534,Betula_papyrifera,-112.5180791
NW,wet,Abies_lasiocarpa,26.1778,27.8796,sandy loam,Middle,50.62,0.350036823,32.90113602,5.5,229.78,199.9626877,3.76,40.36032867,10.66071319,1.2,59.801826,Abies_lasiocarpa,-112.6291065
NW,dry,Pinus_contorta,320.5581,46.0235,sandy loam,Middle,18.56,0.031499013,17.97537832,3.5,291.54,309.8131086,7.45,2.865058661,-2.152310838,1,59.750444,Pinus_contorta,-113.1268283
West,wet,Picea_glauca,31.8064,29.3401,clay loam,Upper,363.96,0.045891932,347.2571725,6,401.08,368.2813937,4.04,0.918253005,0,0,59.927374,Picea_glauca,-112.5147389
NW,wet,Abies_lasiocarpa,34.0204,26.1759,sandy loam,Middle,44.53,0.027236061,43.31717819,4.5,309.43,296.6621073,5.25,36.06827927,25.07027006,0.2,59.810245,Abies_lasiocarpa,-113.5210491
NW,wet,Betula_papyrifera,26.3093,26.3721,sandy loam,Lower,121.79,0.188956121,98.77703404,7,121.79,98.77703404,5.58,8.665203094,7.13702124,0.5,59.797145,Betula_papyrifera,-113.3820829
ESE,wet,Picea_glauca,28.6393,24.9915,sandy loam,Middle,133.69,0.324097057,90.36146444,5.822289157,133.69,90.36146444,5.12,22.2735424,17.77,1,59.57629,Picea_glauca,-113.3917008
SSE,dry,Picea_glauca,298.4965,63.9395,sand,Middle,35.21483924,0.100178891,31.6870557,5,303.95,297.290105,7.94,2.850503445,9.640670159,1.5,59.869097,Picea_glauca,-112.7998796
SSE,wet,Populus_tremuloides,39.6195,25.8943,sand,Middle,332.69,0.064752252,311.1475732,6.5,375.34,341.1617219,5.42,0.839808643,0,0,59.562816,Populus_tremuloides,-113.5570131
SSE,dry,Populus_tremuloides,298.4965,63.9395,sand,Middle,268.7351608,0.011655012,265.6030493,5,303.95,297.290105,5.41,0.843660414,3.613228139,0,59.525366,Populus_tremuloides,-113.0700915
West,dry,Picea_glauca,131.0088,42.6562,clay loam,Upper,15.69980651,0.080751174,14.4320287,4,364.69,355.6737721,7.25,26.2627449,9.264482407,1.5,59.914086,Picea_glauca,-112.7400403
NW,wet,Pinus_contorta,34.0204,26.1759,sandy loam,Middle,44.53,0.027236061,43.31717819,4.5,309.43,296.6621073,5.25,36.06827927,25.07027006,0.2,59.76535,Pinus_contorta,-113.1272776
NW,dry,Abies_lasiocarpa,346.8191,75.3435,sandy loam,Middle,44.43305985,0.122754491,38.9787022,5.5,262.83,244.0138042,7.65,29.27008247,33.4429954,1.8,59.654214,Abies_lasiocarpa,-113.6644482
NW,dry,Picea_glauca,320.5581,46.0235,sandy loam,Middle,272.98,0.069080996,291.8377303,6.5,291.54,309.8131086,3.79,1.492272258,49.34172592,0,59.652662,Picea_glauca,-112.6687556
NW,wet,Abies_lasiocarpa,34.0204,26.1759,sandy loam,Middle,264.9,0.043620502,253.3449291,5.5,309.43,296.6621073,3.87,2.373041391,0,0,59.48832,Abies_lasiocarpa,-113.564403
SSE,dry,Pinus_contorta,298.4965,63.9395,sand,Middle,35.21483924,0.100178891,31.6870557,5,303.95,297.290105,7.94,2.850503445,9.640670159,1.5,59.472004,Pinus_contorta,-112.6224503
NW,wet,Populus_tremuloides,26.3093,26.3721,sandy loam,Lower,121.79,0.188956121,98.77703404,7,121.79,98.77703404,5.58,8.665203094,7.13702124,0.5,60.0036,Populus_tremuloides,-113.6066815
NW,dry,Populus_tremuloides,346.8191,75.3435,sandy loam,Middle,44.43305985,0.122754491,38.9787022,5.5,262.83,244.0138042,7.65,29.27008247,33.4429954,1.8,59.846125,Populus_tremuloides,-113.0307469
West,dry,Populus_tremuloides,131.0088,42.6562,clay loam,Upper,15.69980651,0.080751174,14.4320287,4,364.69,355.6737721,7.25,26.2627449,9.264482407,1.5,59.699857,Populus_tremuloides,-113.6660197
ESE,wet,Picea_glauca,28.6393,24.9915,sandy loam,Middle,133.69,0.324097057,90.36146444,5.822289157,133.69,90.36146444,5.12,22.2735424,17.77,1,60.029836,Picea_glauca,-112.9932328
West,wet,Abies_lasiocarpa,31.8064,29.3401,clay loam,Upper,363.96,0.045891932,347.2571725,6,401.08,368.2813937,4.04,0.918253005,0,0,59.927374,Abies_lasiocarpa,-113.4780428
S,wet,Populus_tremuloides,30.4327,25.8745,sandy loam,Level,185.9,0.232662138,142.6481086,5.822289157,185.9,142.6481086,5.14,7.921103001,7.192257786,0.5,59.869097,Populus_tremuloides,-112.8355445
NW,dry,Abies_lasiocarpa,346.8191,75.3435,sandy loam,Middle,218.3969402,0.061181435,205.035102,4.5,262.83,244.0138042,3.86,0.992093503,0,0,59.562816,Abies_lasiocarpa,-113.0857823
ESE,wet,Picea_glauca,28.6393,24.9915,sandy loam,Middle,133.69,0.324097057,90.36146444,5.822289157,133.69,90.36146444,5.12,22.2735424,17.77,1,59.525366,Picea_glauca,-113.0034356
NW,dry,Populus_tremuloides,320.5581,46.0235,sandy loam,Middle,272.98,0.069080996,291.8377303,6.5,291.54,309.8131086,3.79,1.492272258,49.34172592,0,59.914086,Populus_tremuloides,-112.9808291
NW,dry,Populus_tremuloides,346.8191,75.3435,sandy loam,Middle,44.43305985,0.122754491,38.9787022,5.5,262.83,244.0138042,7.65,29.27008247,33.4429954,1.8,59.76535,Populus_tremuloides,-113.5872609
West,dry,Populus_tremuloides,131.0088,42.6562,clay loam,Upper,348.9901935,0.022202487,341.2417434,6,364.69,355.6737721,4.31,1.025709271,1.276312195,0,59.654214,Populus_tremuloides,-113.2974454
West,dry,Populus_tremuloides,131.0088,42.6562,clay loam,Upper,15.69980651,0.080751174,14.4320287,4,364.69,355.6737721,7.25,26.2627449,9.264482407,1.5,59.652646,Populus_tremuloides,-113.2693141
ESE,wet,Picea_glauca,28.6393,24.9915,sandy loam,Middle,133.69,0.324097057,90.36146444,5.822289157,133.69,90.36146444,5.12,22.2735424,17.77,1,59.488328,Picea_glauca,-113.4352077
West,wet,Abies_lasiocarpa,31.8064,29.3401,clay loam,Upper,37.12,0.433614729,21.02422124,4,401.08,368.2813937,4.67,29.89411354,10.47576555,1.2,59.926986,Abies_lasiocarpa,-113.6385223
NW,wet,Pinus_contorta,26.1778,27.8796,sandy loam,Middle,50.62,0.350036823,32.90113602,5.5,229.78,199.9626877,3.76,40.36032867,10.66071319,1.2,59.762536,Pinus_contorta,-112.4503359
NW,wet,Populus_tremuloides,26.1778,27.8796,sandy loam,Middle,179.16,0.067528736,167.0615517,4.5,229.78,199.9626877,3.53,1.555209637,0,0,59.688831,Populus_tremuloides,-112.5409137
SSE,dry,Abies_lasiocarpa,298.4965,63.9395,sand,Middle,268.7351608,0.011655012,265.6030493,5,303.95,297.290105,5.41,0.843660414,3.613228139,0,59.831999,Abies_lasiocarpa,-112.6135164
NW,dry,Pinus_contorta,320.5581,46.0235,sandy loam,Middle,272.98,0.069080996,291.8377303,6.5,291.54,309.8131086,3.79,1.492272258,49.34172592,0,59.886866,Pinus_contorta,-112.8077084
ESE,dry,Populus_tremuloides,30.3138,27.6491,sandy loam,Middle,116.06,0.304609218,80.70705411,7,230.63,175.2273041,4.57,18.86455154,4.484525591,1,59.679172,Populus_tremuloides,-112.5246825
NW,dry,Picea_glauca,346.8191,75.3435,sandy loam,Middle,218.3969402,0.061181435,205.035102,4.5,262.83,244.0138042,3.86,0.992093503,0,0,60.02983,Picea_glauca,-113.1378684
NW,dry,Betula_papyrifera,320.5581,46.0235,sandy loam,Middle,272.98,0.069080996,291.8377303,6.5,291.54,309.8131086,3.79,1.492272258,49.34172592,0,59.680335,Betula_papyrifera,-112.979745
West,dry,Populus_tremuloides,131.0088,42.6562,clay loam,Upper,15.69980651,0.080751174,14.4320287,4,364.69,355.6737721,7.25,26.2627449,9.264482407,1.5,59.612103,Populus_tremuloides,-112.6129407
S,dry,Pinus_contorta,532.0989,51.84056566,sandy loam,Level,89.12,0.500190333,44.54303753,5.822289157,89.12,44.54303753,7.21,17.08057022,26.85185473,2.5,59.545395,Pinus_contorta,-112.9945082
SSE,dry,Pinus_contorta,298.4965,63.9395,sand,Middle,268.7351608,0.011655012,265.6030493,5,303.95,297.290105,5.41,0.843660414,3.613228139,0,59.476811,Pinus_contorta,-113.4318438
West,dry,Betula_papyrifera,131.0088,42.6562,clay loam,Upper,348.9901935,0.022202487,341.2417434,6,364.69,355.6737721,4.31,1.025709271,1.276312195,0,59.476697,Betula_papyrifera,-112.8712307
NW,wet,Pinus_contorta,34.0204,26.1759,sandy loam,Middle,264.9,0.043620502,253.3449291,5.5,309.43,296.6621073,3.87,2.373041391,0,0,59.476532,Pinus_contorta,-112.9055356
